Field Group,Heading Category,Heading,Status,Product Name,Quantity,Units,Value GBP,Actual/Issued Date,Application Area ha,Av Field Unit Price GBP,Crop Group,Field Defined Name,Variety,Year,Quantity per Application Area ha
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Adigor,8,L,38,25/04/2017,8.2,4.75,Barley Spring,CF26,Concerto,2017,0.976
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Adigor,8,L,38,25/04/2017,8.3,4.75,Barley Spring,CF54,Concerto,2017,0.964
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Biopower,6,L,18,02/09/2016,12,2.999,Rape Winter,CF14,Rape Winter,2017,0.5
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Biopower,3,L,9,02/09/2016,5.5,2.999,Rape Winter,CF32,Rape Winter,2017,0.545
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Biopower,3,L,9,02/09/2016,6,2.999,Rape Winter,CF50,Rape Winter,2017,0.5
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Biopower,7,L,20.99,19/09/2016,14,2.999,Rape Winter,CF16.B/02,Rape Winter,2017,0.5
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Biopower,1.75,L,5.25,19/09/2016,3.5,2.999,Rape Winter,CF25,Rape Winter,2017,0.5
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Biopower,1.75,L,5.25,19/09/2016,3.5,2.999,Rape Winter,CF27,Rape Winter,2017,0.5
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,8.831,L,52.84,05/09/2016,18.5,6.676,Barley Winter,CF55,Flagon,2017,0.477
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,1.779,L,10.64,05/09/2016,4.5,6.676,Potatoes Maincrop,CF13,Potatoes,2017,0.395
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,1.897,L,11.35,05/09/2016,4.8,6.676,Potatoes Maincrop,CF33,Potatoes,2017,0.395
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,6.324,L,37.84,05/09/2016,16,6.676,Sugar Beet,CF18,Sugar Beet,2017,0.395
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,3.723,L,22.28,05/09/2016,7.8,6.676,Wheat Winter,CF11,KWS Lili,2017,0.477
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,1.384,L,8.28,05/09/2016,2.9,6.676,Wheat Winter,CF24,KWS Lili,2017,0.477
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,3.198,L,19.14,05/09/2016,6.7,6.676,Wheat Winter,CF5,KWS Lili,2017,0.477
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,2.864,L,17.14,05/09/2016,6,6.676,Wheat Winter,CF9.B/02,KWS Lili,2017,0.477
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,1.647,L,9.81,26/09/2016,3.5,6.676,Fodder Beet,CF29,Fodder Beet,2017,0.471
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,6.188,L,36.85,26/09/2016,8.8,6.676,Sugar Beet,CF1,Sugar Beet,2017,0.703
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,2.813,L,16.75,26/09/2016,4,6.676,Sugar Beet,CF2,Sugar Beet,2017,0.703
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,2.353,L,14.01,26/09/2016,5,6.676,Sugar Beet,CF28,Sugar Beet,2017,0.471
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,1.364,L,8.16,22/03/2017,3.5,6.676,Fodder Beet,CF29,Fodder Beet,2017,0.39
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,3.429,L,20.52,22/03/2017,8.8,6.676,Sugar Beet,CF1,Sugar Beet,2017,0.39
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,6.234,L,37.3,22/03/2017,16,6.676,Sugar Beet,CF18,Sugar Beet,2017,0.39
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,2.026,L,12.12,22/03/2017,5.2,6.676,Sugar Beet,CF2,Sugar Beet,2017,0.39
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,1.948,L,11.66,22/03/2017,5,6.676,Sugar Beet,CF28,Sugar Beet,2017,0.39
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,7.981,L,47.76,24/03/2017,7.8,6.676,Wheat Winter,CF11,KWS Lili,2017,1.023
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,6.856,L,41.03,24/03/2017,6.7,6.676,Wheat Winter,CF5,KWS Lili,2017,1.023
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,7.163,L,42.86,24/03/2017,7,6.676,Wheat Winter,CF9.B/02,KWS Lili,2017,1.023
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,12.698,L,71.77,03/07/2017,12,4.133,Rape Winter,CF14,Rape Winter,2017,1.058
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,14.815,L,83.73,03/07/2017,14,4.133,Rape Winter,CF16.B/02,Rape Winter,2017,1.058
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,2.8,L,15.82,03/07/2017,3.5,4.133,Rape Winter,CF25,Rape Winter,2017,0.8
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,2.8,L,15.82,03/07/2017,3.5,4.133,Rape Winter,CF27,Rape Winter,2017,0.8
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,4.4,L,24.87,03/07/2017,5.5,4.133,Rape Winter,CF32,Rape Winter,2017,0.8
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,2.487,L,14.05,03/07/2017,2.35,4.133,Rape Winter,CF50,Rape Winter,2017,1.058
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Logic,4.5,L,10.17,11/05/2017,8.8,2.226,Sugar Beet,CF1,Sugar Beet,2017,0.511
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Logic,10.667,L,24.11,08/06/2017,16,2.226,Sugar Beet,CF18,Sugar Beet,2017,0.667
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Logic,3.333,L,7.53,08/06/2017,5,2.226,Sugar Beet,CF28,Sugar Beet,2017,0.667
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Logic,2.205,L,4.98,09/06/2017,3.5,2.226,Fodder Beet,CF29,Fodder Beet,2017,0.63
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Logic,6,L,13.56,09/06/2017,8.8,2.226,Sugar Beet,CF1,Sugar Beet,2017,0.682
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Logic,5.795,L,13.1,09/06/2017,9.2,2.226,Sugar Beet,CF2,Sugar Beet,2017,0.63
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Rapeze super,1.621,L,6.05,15/02/2017,16.7,3.734,Barley Winter,CF44,Flagon,2017,0.097
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Rapeze super,1.796,L,6.71,15/02/2017,18.5,3.734,Barley Winter,CF55,Flagon,2017,0.097
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Rapeze super,0.757,L,2.83,15/02/2017,7.8,3.734,Wheat Winter,CF11,KWS Lili,2017,0.097
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Rapeze super,0.388,L,1.45,15/02/2017,4,3.734,Wheat Winter,CF3,KWS Lili,2017,0.097
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Rapeze super,0.437,L,1.63,15/02/2017,4.5,3.734,Wheat Winter,CF4,KWS Lili,2017,0.097
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,1.5,L,24.26,27/09/2003,6.7,16.173,Wheat Winter,CF5,KWS Lili,2017,0.224
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,1.5,L,25.82,27/09/2016,7.8,16.173,Wheat Winter,CF11,KWS Lili,2017,0.192
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,0.649,L,11.18,27/09/2016,2.9,16.173,Wheat Winter,CF24,KWS Lili,2017,0.224
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,1.343,L,23.12,27/09/2016,6,16.173,Wheat Winter,CF9.B/02,KWS Lili,2017,0.224
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,2.6,L,44.76,10/10/2016,13,16.173,Wheat Winter,CF52,KWS Lili,2017,0.2
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,1.526,L,26.27,19/10/2016,7.78,16.173,Wheat Winter,CF17,KWS Lili,2017,0.196
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,0.589,L,10.13,19/10/2016,3,16.173,Wheat Winter,CF21,KWS Lili,2017,0.196
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,0.785,L,13.51,19/10/2016,4,16.173,Wheat Winter,CF3,KWS Lili,2017,0.196
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,0.883,L,15.2,19/10/2016,4.5,16.173,Wheat Winter,CF4,KWS Lili,2017,0.196
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,1.667,L,28.71,19/10/2016,8.5,16.173,Wheat Winter,CF8,KWS Lili,2017,0.196
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,2.55,L,43.9,19/10/2016,13,16.173,Wheat Winter,CF9.A,KWS Lili,2017,0.196
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,1.614,L,21.28,24/05/2017,7.8,12.457,Wheat Winter,CF11,KWS Lili,2017,0.207
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,2,L,26.38,24/05/2017,7.78,12.457,Wheat Winter,CF17,KWS Lili,2017,0.257
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,0.875,L,11.54,24/05/2017,3.5,12.457,Wheat Winter,CF21,KWS Lili,2017,0.25
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,1,L,13.19,24/05/2017,4,12.457,Wheat Winter,CF3,KWS Lili,2017,0.25
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,1.125,L,14.84,24/05/2017,4.5,12.457,Wheat Winter,CF4,KWS Lili,2017,0.25
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,1.386,L,18.28,24/05/2017,6.7,12.457,Wheat Winter,CF5,KWS Lili,2017,0.207
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,0.601,L,7.93,25/05/2017,2.9,12.457,Wheat Winter,CF24,KWS Lili,2017,0.207
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,2.696,L,35.56,25/05/2017,13,12.457,Wheat Winter,CF52,KWS Lili,2017,0.207
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,1.763,L,23.25,25/05/2017,8.5,12.457,Wheat Winter,CF8,KWS Lili,2017,0.207
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,2.696,L,35.56,25/05/2017,13,12.457,Wheat Winter,CF9.A,KWS Lili,2017,0.207
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,1.244,L,16.41,25/05/2017,6,12.457,Wheat Winter,CF9.B/02,KWS Lili,2017,0.207
,,SUB TOTALS FOR Adjuvants,,,,,1431.12,,,,,,,,
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,0:12:12 fines,8522.507,kg,1011.62,01/08/2016,16.7,0.119,Barley Winter,CF44,Flagon,2017,510.33
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,0:12:12 fines,9441.101,kg,1120.66,01/08/2016,18.5,0.119,Barley Winter,CF55,Flagon,2017,510.33
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,0:12:12 fines,6123.957,kg,726.91,01/08/2016,12,0.119,Rape Winter,CF14,Rape Winter,2017,510.33
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,0:12:12 fines,3061.979,kg,363.46,01/08/2016,6,0.119,Rape Winter,CF50,Rape Winter,2017,510.33
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,0:12:12 fines,3980.572,kg,472.49,01/08/2016,7.8,0.119,Wheat Winter,CF11,KWS Lili,2017,510.33
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,0:12:12 fines,1479.956,kg,175.67,01/08/2016,2.9,0.119,Wheat Winter,CF24,KWS Lili,2017,510.33
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,0:12:12 fines,3419.21,kg,405.86,01/08/2016,6.7,0.119,Wheat Winter,CF5,KWS Lili,2017,510.33
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,0:12:12 fines,3061.979,kg,363.46,01/08/2016,6,0.119,Wheat Winter,CF9.B/02,KWS Lili,2017,510.33
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,0:12:12 fines,7144.617,kg,848.06,17/08/2016,14,0.119,Rape Winter,CF16.B/02,Rape Winter,2017,510.33
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,0:12:12 fines,1786.154,kg,212.02,17/08/2016,3.5,0.119,Rape Winter,CF25,Rape Winter,2017,510.33
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,0:12:12 fines,1786.154,kg,212.02,17/08/2016,3.5,0.119,Rape Winter,CF27,Rape Winter,2017,510.33
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,0:12:12 fines,2806.814,kg,333.17,17/08/2016,5.5,0.119,Rape Winter,CF32,Rape Winter,2017,510.33
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,0:12:12 fines,3457.732,kg,410.43,01/09/2016,5.2,0.119,Sugar Beet,CF2,Sugar Beet,2017,664.948
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,0:12:12 fines,2992.268,kg,355.18,01/09/2016,4.5,0.119,Unallocated,CF10,Crop Trials,2017,664.948
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,0-0-10.5-8.5-12+26Na20,1986.415,kg,400.22,17/03/2017,3.5,0.201,Fodder Beet,CF29,Fodder Beet,2017,567.547
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,0-0-10.5-8.5-12+26Na20,4994.415,kg,1006.28,17/03/2017,8.8,0.201,Sugar Beet,CF1,Sugar Beet,2017,567.547
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,0-0-10.5-8.5-12+26Na20,5221.434,kg,1052.01,17/03/2017,9.2,0.201,Sugar Beet,CF2,Sugar Beet,2017,567.547
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,0-0-10.5-8.5-12+26Na20,2837.736,kg,571.75,17/03/2017,5,0.201,Sugar Beet,CF28,Sugar Beet,2017,567.547
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,0-0-19.5-9-13.5+18Na20,13280,kg,3009.51,17/03/2017,16,0.227,Sugar Beet,CF18,Sugar Beet,2017,830
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,0,kg,0,29/07/2017,12,0,Rape Winter,CF14,Rape Winter,2017,0
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,0,kg,0,29/07/2017,14,0,Rape Winter,CF16.B/02,Rape Winter,2017,0
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,0,kg,0,29/07/2017,3.5,0,Rape Winter,CF25,Rape Winter,2017,0
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,0,kg,0,29/07/2017,3.5,0,Rape Winter,CF27,Rape Winter,2017,0
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,0,kg,0,29/07/2017,5.5,0,Rape Winter,CF32,Rape Winter,2017,0
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,0,kg,0,29/07/2017,6,0,Rape Winter,CF50,Rape Winter,2017,0
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,3424.719,L,769.79,28/03/2017,12,0.225,Rape Winter,CF14,Rape Winter,2017,285.393
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,3995.506,L,898.08,28/03/2017,14,0.225,Rape Winter,CF16.B/02,Rape Winter,2017,285.393
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,998.876,L,224.52,28/03/2017,3.5,0.225,Rape Winter,CF25,Rape Winter,2017,285.393
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,998.876,L,224.52,28/03/2017,3.5,0.225,Rape Winter,CF27,Rape Winter,2017,285.393
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,1569.663,L,352.82,28/03/2017,5.5,0.225,Rape Winter,CF32,Rape Winter,2017,285.393
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,1712.36,L,384.89,28/03/2017,6,0.225,Rape Winter,CF50,Rape Winter,2017,285.393
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,3083.807,L,693.16,29/03/2017,16.7,0.225,Barley Winter,CF44,Flagon,2017,184.659
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,3416.193,L,767.87,29/03/2017,18.5,0.225,Barley Winter,CF55,Flagon,2017,184.659
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,1483.658,L,319.56,11/04/2017,8.2,0.215,Barley Spring,CF26,Concerto,2017,180.934
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,1357.004,L,292.28,11/04/2017,7.5,0.215,Barley Spring,CF40,Concerto,2017,180.934
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,361.868,L,77.94,11/04/2017,2,0.215,Barley Spring,CF41,Concerto,2017,180.934
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,1501.751,L,323.46,11/04/2017,8.3,0.215,Barley Spring,CF42,Concerto,2017,180.934
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,1556.031,L,335.15,11/04/2017,8.6,0.215,Barley Spring,CF43,Concerto,2017,180.934
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,1537.938,L,331.26,11/04/2017,8.5,0.215,Barley Spring,CF53,Concerto,2017,180.934
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,1501.751,L,323.46,11/04/2017,8.3,0.215,Barley Spring,CF54,Concerto,2017,180.934
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,872.727,L,187.98,11/04/2017,4.5,0.215,Unallocated,CF10,Crop Trials,2017,193.939
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,727.273,L,156.65,11/04/2017,3.75,0.215,Unallocated,CF7,Crop Trials,2017,193.939
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,1606.591,L,346.04,13/04/2017,7.8,0.215,Wheat Winter,CF11,KWS Lili,2017,205.973
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,1602.472,L,345.16,13/04/2017,7.78,0.215,Wheat Winter,CF17,KWS Lili,2017,205.973
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,720.906,L,155.28,13/04/2017,3.5,0.215,Wheat Winter,CF21,KWS Lili,2017,205.973
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,597.322,L,128.66,13/04/2017,2.9,0.215,Wheat Winter,CF24,KWS Lili,2017,205.973
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,823.893,L,177.46,13/04/2017,4,0.215,Wheat Winter,CF3,KWS Lili,2017,205.973
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,926.88,L,199.64,13/04/2017,4.5,0.215,Wheat Winter,CF4,KWS Lili,2017,205.973
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,1380.021,L,297.24,13/04/2017,6.7,0.215,Wheat Winter,CF5,KWS Lili,2017,205.973
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,2677.652,L,576.74,13/04/2017,13,0.215,Wheat Winter,CF52,KWS Lili,2017,205.973
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,1750.772,L,377.1,13/04/2017,8.5,0.215,Wheat Winter,CF8,KWS Lili,2017,205.973
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,2677.652,L,576.74,13/04/2017,13,0.215,Wheat Winter,CF9.A,KWS Lili,2017,205.973
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,1235.839,L,266.19,13/04/2017,6,0.215,Wheat Winter,CF9.B/02,KWS Lili,2017,205.973
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,872.727,L,187.98,14/04/2017,4.5,0.215,Unallocated,CF10,Crop Trials,2017,193.939
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,727.273,L,156.65,14/04/2017,3.75,0.215,Unallocated,CF7,Crop Trials,2017,193.939
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,1556.385,L,335.23,09/05/2017,7.8,0.215,Wheat Winter,CF11,KWS Lili,2017,199.537
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,1552.394,L,334.37,09/05/2017,7.78,0.215,Wheat Winter,CF17,KWS Lili,2017,199.537
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,698.378,L,150.42,09/05/2017,3.5,0.215,Wheat Winter,CF21,KWS Lili,2017,199.537
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,578.656,L,124.64,09/05/2017,2.9,0.215,Wheat Winter,CF24,KWS Lili,2017,199.537
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,798.146,L,171.91,09/05/2017,4,0.215,Wheat Winter,CF3,KWS Lili,2017,199.537
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,897.915,L,193.4,09/05/2017,4.5,0.215,Wheat Winter,CF4,KWS Lili,2017,199.537
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,1336.895,L,287.95,09/05/2017,6.7,0.215,Wheat Winter,CF5,KWS Lili,2017,199.537
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,2593.975,L,558.71,09/05/2017,13,0.215,Wheat Winter,CF52,KWS Lili,2017,199.537
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,1696.061,L,365.31,09/05/2017,8.5,0.215,Wheat Winter,CF8,KWS Lili,2017,199.537
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,2593.975,L,558.71,09/05/2017,13,0.215,Wheat Winter,CF9.A,KWS Lili,2017,199.537
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Liquid Nitrogen 30%,1197.219,L,257.87,09/05/2017,6,0.215,Wheat Winter,CF9.B/02,KWS Lili,2017,199.537
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Lithan,1132.584,kg,237.84,31/08/2016,12,0.21,Rape Winter,CF14,Rape Winter,2017,94.382
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Lithan,1321.348,kg,277.48,31/08/2016,14,0.21,Rape Winter,CF16.B/02,Rape Winter,2017,94.382
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Lithan,330.337,kg,69.37,31/08/2016,3.5,0.21,Rape Winter,CF25,Rape Winter,2017,94.382
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Lithan,330.337,kg,69.37,31/08/2016,3.5,0.21,Rape Winter,CF27,Rape Winter,2017,94.382
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Lithan,519.101,kg,109.01,31/08/2016,5.5,0.21,Rape Winter,CF32,Rape Winter,2017,94.382
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Lithan,566.292,kg,118.92,31/08/2016,6,0.21,Rape Winter,CF50,Rape Winter,2017,94.382
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitram,396.226,kg,71.32,21/04/2017,3.5,0.18,Fodder Beet,CF29,Fodder Beet,2017,113.208
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitram,1500,kg,270,21/04/2017,2.8,0.18,Grass,CF51,Grass,2017,535.714
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitram,996.226,kg,179.32,21/04/2017,8.8,0.18,Sugar Beet,CF1,Sugar Beet,2017,113.208
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitram,2700,kg,486,21/04/2017,16,0.18,Sugar Beet,CF18,Sugar Beet,2017,168.75
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitram,1041.509,kg,187.47,21/04/2017,9.2,0.18,Sugar Beet,CF2,Sugar Beet,2017,113.208
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitram,566.038,kg,101.89,21/04/2017,5,0.18,Sugar Beet,CF28,Sugar Beet,2017,113.208
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 20N + 12.5S03,4744.318,L,899.19,21/02/2017,16.7,0.174,Barley Winter,CF44,Flagon,2017,284.091
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 20N + 12.5S03,5255.682,L,996.11,21/02/2017,18.5,0.174,Barley Winter,CF55,Flagon,2017,284.091
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 20N + 12.5S03,3397.752,L,643.97,21/02/2017,12,0.174,Rape Winter,CF14,Rape Winter,2017,283.146
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 20N + 12.5S03,3964.044,L,751.3,21/02/2017,14,0.174,Rape Winter,CF16.B/02,Rape Winter,2017,283.146
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 20N + 12.5S03,991.011,L,187.83,21/02/2017,3.5,0.174,Rape Winter,CF25,Rape Winter,2017,283.146
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 20N + 12.5S03,991.011,L,187.83,21/02/2017,3.5,0.174,Rape Winter,CF27,Rape Winter,2017,283.146
