Field Group,Heading Category,Heading,Status,Product Name,Quantity,Units,Value GBP,Actual/Issued Date,Application Area ha,Av Field Unit Price GBP,Crop Group,Field Defined Name,Variety,Year,Quantity per Application Area ha
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Rosate 36 (14459),9.455,L,16.73,22/03/2017,5.2,1.77,Sugar Beet,CF2,Sugar Beet,2017,1.818
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Rosate 36 (14459),9.091,L,16.09,22/03/2017,5,1.77,Sugar Beet,CF28,Sugar Beet,2017,1.818
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Safari Lite WSB (18784),2986.667,g,411.41,08/06/2017,16,0.138,Sugar Beet,CF18,Sugar Beet,2017,186.667
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Safari Lite WSB (18784),933.333,g,128.57,08/06/2017,5,0.138,Sugar Beet,CF28,Sugar Beet,2017,186.667
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Surrender (16169),44.153,L,73.34,05/09/2016,18.5,1.633,Barley Winter,CF55,Flagon,2017,2.387
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Surrender (16169),16.897,L,28.07,05/09/2016,4.5,1.633,Potatoes Maincrop,CF13,Potatoes,2017,3.755
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Surrender (16169),18.024,L,29.94,05/09/2016,4.8,1.633,Potatoes Maincrop,CF33,Potatoes,2017,3.755
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Surrender (16169),60.079,L,99.79,05/09/2016,16,1.633,Sugar Beet,CF18,Sugar Beet,2017,3.755
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Surrender (16169),18.616,L,30.92,05/09/2016,7.8,1.633,Wheat Winter,CF11,KWS Lili,2017,2.387
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Surrender (16169),6.921,L,11.5,05/09/2016,2.9,1.633,Wheat Winter,CF24,KWS Lili,2017,2.387
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Surrender (16169),15.99,L,26.56,05/09/2016,6.7,1.633,Wheat Winter,CF5,KWS Lili,2017,2.387
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Surrender (16169),14.32,L,23.79,05/09/2016,6,1.633,Wheat Winter,CF9.B/02,KWS Lili,2017,2.387
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Surrender (16169),12.353,L,20.52,26/09/2016,3.5,1.633,Fodder Beet,CF29,Fodder Beet,2017,3.529
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Surrender (16169),48.125,L,79.94,26/09/2016,8.8,1.633,Sugar Beet,CF1,Sugar Beet,2017,5.469
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Surrender (16169),21.875,L,36.33,26/09/2016,4,1.633,Sugar Beet,CF2,Sugar Beet,2017,5.469
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Surrender (16169),17.647,L,29.31,26/09/2016,5,1.633,Sugar Beet,CF28,Sugar Beet,2017,3.529
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,TARGET SC (16969),2.596,L,44.31,28/04/2017,3.5,17.064,Fodder Beet,CF29,Fodder Beet,2017,0.742
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,TARGET SC (16969),10,L,170.64,28/04/2017,8.8,17.064,Sugar Beet,CF1,Sugar Beet,2017,1.136
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,TARGET SC (16969),6.825,L,116.46,28/04/2017,9.2,17.064,Sugar Beet,CF2,Sugar Beet,2017,0.742
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,TARGET SC (16969),3.709,L,63.29,28/04/2017,5,17.064,Sugar Beet,CF28,Sugar Beet,2017,0.742
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,TARGET SC (16969),11.869,L,202.54,02/05/2017,16,17.064,Sugar Beet,CF18,Sugar Beet,2017,0.742
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Trooper (13924),15,L,0,27/09/2003,6.7,0,Wheat Winter,CF5,KWS Lili,2017,2.239
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Trooper (13924),15,L,201.46,27/09/2016,7.8,12.39,Wheat Winter,CF11,KWS Lili,2017,1.923
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Trooper (13924),6.493,L,87.2,27/09/2016,2.9,12.39,Wheat Winter,CF24,KWS Lili,2017,2.239
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Trooper (13924),13.433,L,180.41,27/09/2016,6,12.39,Wheat Winter,CF9.B/02,KWS Lili,2017,2.239
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Trooper (13924),16.216,L,217.8,19/10/2016,7.78,12.39,Wheat Winter,CF17,KWS Lili,2017,2.084
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Trooper (13924),6.253,L,83.98,19/10/2016,3,12.39,Wheat Winter,CF21,KWS Lili,2017,2.084
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Trooper (13924),8.337,L,111.98,19/10/2016,4,12.39,Wheat Winter,CF3,KWS Lili,2017,2.084
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Trooper (13924),9.38,L,125.98,19/10/2016,4.5,12.39,Wheat Winter,CF4,KWS Lili,2017,2.084
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Trooper (13924),17.717,L,237.95,19/10/2016,8.5,12.39,Wheat Winter,CF8,KWS Lili,2017,2.084
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Trooper (13924),27.097,L,363.93,19/10/2016,13,12.39,Wheat Winter,CF9.A,KWS Lili,2017,2.084
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Vivendi 200 (16966),2.2,L,56.35,11/05/2017,8.8,24.652,Sugar Beet,CF1,Sugar Beet,2017,0.25
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Vivendi 200 (16966),2.5,L,64.03,11/05/2017,9.2,24.652,Sugar Beet,CF2,Sugar Beet,2017,0.272
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Vivendi 200 (16966),4.8,L,122.94,08/06/2017,16,24.652,Sugar Beet,CF18,Sugar Beet,2017,0.3
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Vivendi 200 (16966),1.5,L,38.42,08/06/2017,5,24.652,Sugar Beet,CF28,Sugar Beet,2017,0.3
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,Vivendi 200 (16966),4.4,L,112.7,09/06/2017,8.8,24.652,Sugar Beet,CF1,Sugar Beet,2017,0.5
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,VOLCAN COMBI (10256),8.235,L,127.01,03/04/2017,3.5,15.423,Fodder Beet,CF29,Fodder Beet,2017,2.353
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,VOLCAN COMBI (10256),20.706,L,319.34,03/04/2017,8.8,15.423,Sugar Beet,CF1,Sugar Beet,2017,2.353
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,VOLCAN COMBI (10256),37.647,L,580.62,03/04/2017,16,15.423,Sugar Beet,CF18,Sugar Beet,2017,2.353
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,VOLCAN COMBI (10256),21.647,L,333.86,03/04/2017,9.2,15.423,Sugar Beet,CF2,Sugar Beet,2017,2.353
FH Rockcliffe FGrp,Variable Costs,Herbicides,Completed,VOLCAN COMBI (10256),11.765,L,181.44,03/04/2017,5,15.423,Sugar Beet,CF28,Sugar Beet,2017,2.353
,,SUB TOTALS FOR Herbicides,,,,,19892.7,,,,,,,,
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Biscaya (15014),1,L,43.9,04/04/2017,3.5,45.734,Rape Winter,CF25,Rape Winter,2017,0.286
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Biscaya (15014),1,L,43.9,04/04/2017,3.5,45.734,Rape Winter,CF27,Rape Winter,2017,0.286
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),0.867,L,25.58,02/09/2016,12,52.878,Rape Winter,CF14,Rape Winter,2017,0.072
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),1,L,29.51,02/09/2016,14,52.878,Rape Winter,CF16.B/02,Rape Winter,2017,0.071
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),0.25,L,7.38,02/09/2016,3.5,52.878,Rape Winter,CF25,Rape Winter,2017,0.071
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),0.25,L,7.38,02/09/2016,3.5,52.878,Rape Winter,CF27,Rape Winter,2017,0.071
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),0.4,L,11.81,02/09/2016,5.5,52.878,Rape Winter,CF32,Rape Winter,2017,0.073
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),0.433,L,12.79,02/09/2016,6,52.878,Rape Winter,CF50,Rape Winter,2017,0.072
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),0.933,L,27.55,19/09/2016,12,52.878,Rape Winter,CF14,Rape Winter,2017,0.078
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),1,L,29.51,19/09/2016,14,52.878,Rape Winter,CF16.B/02,Rape Winter,2017,0.071
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),0.25,L,7.38,19/09/2016,3.5,52.878,Rape Winter,CF25,Rape Winter,2017,0.071
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),0.25,L,7.38,19/09/2016,3.5,52.878,Rape Winter,CF27,Rape Winter,2017,0.071
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),0.4,L,11.81,19/09/2016,5.5,52.878,Rape Winter,CF32,Rape Winter,2017,0.073
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),0.467,L,13.77,19/09/2016,6,52.878,Rape Winter,CF50,Rape Winter,2017,0.078
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),0.83,L,24.5,24/03/2017,16.7,52.878,Barley Winter,CF44,Flagon,2017,0.05
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),0.92,L,27.14,24/03/2017,18.5,52.878,Barley Winter,CF55,Flagon,2017,0.05
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.7,L,17.6,19/10/2016,7.8,24.857,Wheat Winter,CF11,KWS Lili,2017,0.09
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),1.888,L,47.45,08/11/2016,12,24.857,Rape Winter,CF14,Rape Winter,2017,0.157
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),2.202,L,55.36,08/11/2016,14,24.857,Rape Winter,CF16.B/02,Rape Winter,2017,0.157
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.551,L,13.84,08/11/2016,3.5,24.857,Rape Winter,CF25,Rape Winter,2017,0.157
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.551,L,13.84,08/11/2016,3.5,24.857,Rape Winter,CF27,Rape Winter,2017,0.157
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.865,L,21.75,08/11/2016,5.5,24.857,Rape Winter,CF32,Rape Winter,2017,0.157
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.944,L,23.72,08/11/2016,6,24.857,Rape Winter,CF50,Rape Winter,2017,0.157
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),1.661,L,41.74,02/12/2016,16.7,24.857,Barley Winter,CF44,Flagon,2017,0.099
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),1.839,L,46.24,02/12/2016,18.5,24.857,Barley Winter,CF55,Flagon,2017,0.099
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.695,L,17.47,05/12/2016,7.8,24.857,Wheat Winter,CF11,KWS Lili,2017,0.089
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.258,L,6.49,05/12/2016,2.9,24.857,Wheat Winter,CF24,KWS Lili,2017,0.089
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.356,L,8.96,05/12/2016,4,24.857,Wheat Winter,CF3,KWS Lili,2017,0.089
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.401,L,10.08,05/12/2016,4.5,24.857,Wheat Winter,CF4,KWS Lili,2017,0.089
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.597,L,15,05/12/2016,6.7,24.857,Wheat Winter,CF5,KWS Lili,2017,0.089
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),1.158,L,29.11,05/12/2016,13,24.857,Wheat Winter,CF9.A,KWS Lili,2017,0.089
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.535,L,13.44,05/12/2016,6,24.857,Wheat Winter,CF9.B/02,KWS Lili,2017,0.089
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.667,L,14.82,04/04/2017,7.8,22.229,Wheat Winter,CF11,KWS Lili,2017,0.085
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.515,L,11.44,04/04/2017,7.78,22.229,Wheat Winter,CF17,KWS Lili,2017,0.066
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.248,L,5.51,04/04/2017,2.9,22.229,Wheat Winter,CF24,KWS Lili,2017,0.085
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.265,L,5.88,04/04/2017,4,22.229,Wheat Winter,CF3,KWS Lili,2017,0.066
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.298,L,6.62,04/04/2017,4.5,22.229,Wheat Winter,CF4,KWS Lili,2017,0.066
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.573,L,12.73,04/04/2017,6.7,22.229,Wheat Winter,CF5,KWS Lili,2017,0.085
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.562,L,12.5,04/04/2017,8.5,22.229,Wheat Winter,CF8,KWS Lili,2017,0.066
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.86,L,19.12,04/04/2017,13,22.229,Wheat Winter,CF9.A,KWS Lili,2017,0.066
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.513,L,11.4,04/04/2017,6,22.229,Wheat Winter,CF9.B/02,KWS Lili,2017,0.085
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),1,L,22.23,05/04/2017,13,22.229,Wheat Winter,CF52,KWS Lili,2017,0.077
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),1,L,22.23,25/04/2017,8.2,22.229,Barley Spring,CF26,Concerto,2017,0.122
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.742,L,16.48,25/04/2017,7.5,22.229,Barley Spring,CF40,Concerto,2017,0.099
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.247,L,5.49,25/04/2017,2.5,22.229,Barley Spring,CF41,Concerto,2017,0.099
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.821,L,18.24,25/04/2017,8.3,22.229,Barley Spring,CF42,Concerto,2017,0.099
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.85,L,18.9,25/04/2017,8.6,22.229,Barley Spring,CF43,Concerto,2017,0.099
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),0.84,L,18.68,25/04/2017,8.5,22.229,Barley Spring,CF53,Concerto,2017,0.099
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Markate 50 (13529),1,L,22.23,25/04/2017,8.3,22.229,Barley Spring,CF54,Concerto,2017,0.12
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Mavrik (10612),2.4,L,95.45,26/04/2017,12,39.77,Rape Winter,CF14,Rape Winter,2017,0.2
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Mavrik (10612),2.8,L,111.36,26/04/2017,14,39.77,Rape Winter,CF16.B/02,Rape Winter,2017,0.2
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Mavrik (10612),0.75,L,29.83,26/04/2017,3.5,39.77,Rape Winter,CF25,Rape Winter,2017,0.214
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Mavrik (10612),0.75,L,29.83,26/04/2017,3.5,39.77,Rape Winter,CF27,Rape Winter,2017,0.214
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Mavrik (10612),1.1,L,43.75,26/04/2017,5.5,39.77,Rape Winter,CF32,Rape Winter,2017,0.2
FH Rockcliffe FGrp,Variable Costs,Insecticides,Completed,Mavrik (10612),1.2,L,47.72,26/04/2017,6,39.77,Rape Winter,CF50,Rape Winter,2017,0.2
,,SUB TOTALS FOR Insecticides,,,,,1315.81,,,,,,,,
FH Rockcliffe FGrp,Variable Costs,Lime,Completed,Screened Chalk,11.179,t,238.11,10/10/2016,3.5,21.3,Fodder Beet,CF29,Fodder Beet,2017,3.194
FH Rockcliffe FGrp,Variable Costs,Lime,Completed,Screened Chalk,28.107,t,598.69,10/10/2016,8.8,21.3,Sugar Beet,CF1,Sugar Beet,2017,3.194
FH Rockcliffe FGrp,Variable Costs,Lime,Completed,Screened Chalk,51.104,t,1088.52,10/10/2016,16,21.3,Sugar Beet,CF18,Sugar Beet,2017,3.194
FH Rockcliffe FGrp,Variable Costs,Lime,Completed,Screened Chalk,16.609,t,353.77,10/10/2016,5.2,21.3,Sugar Beet,CF2,Sugar Beet,2017,3.194
FH Rockcliffe FGrp,Variable Costs,Lime,Completed,Screened Chalk,15.97,t,340.16,10/10/2016,5,21.3,Sugar Beet,CF28,Sugar Beet,2017,3.194
,,SUB TOTALS FOR Lime,,,,,2619.26,,,,,,,,
FH Rockcliffe FGrp,Variable Costs,Molluscicides,Completed,Carakol 3 (14309),16.18,kg,34.96,28/08/2016,12,2.161,Rape Winter,CF14,Rape Winter,2017,1.348
FH Rockcliffe FGrp,Variable Costs,Molluscicides,Completed,Carakol 3 (14309),18.876,kg,40.79,28/08/2016,14,2.161,Rape Winter,CF16.B/02,Rape Winter,2017,1.348
FH Rockcliffe FGrp,Variable Costs,Molluscicides,Completed,Carakol 3 (14309),4.719,kg,10.2,28/08/2016,3.5,2.161,Rape Winter,CF25,Rape Winter,2017,1.348
FH Rockcliffe FGrp,Variable Costs,Molluscicides,Completed,Carakol 3 (14309),4.719,kg,10.2,28/08/2016,3.5,2.161,Rape Winter,CF27,Rape Winter,2017,1.348
FH Rockcliffe FGrp,Variable Costs,Molluscicides,Completed,Carakol 3 (14309),7.416,kg,16.02,28/08/2016,5.5,2.161,Rape Winter,CF32,Rape Winter,2017,1.348
FH Rockcliffe FGrp,Variable Costs,Molluscicides,Completed,Carakol 3 (14309),8.09,kg,17.48,28/08/2016,6,2.161,Rape Winter,CF50,Rape Winter,2017,1.348
FH Rockcliffe FGrp,Variable Costs,Molluscicides,Completed,Carakol 3 (14309),22.42,kg,48.44,14/09/2016,7,2.161,Rape Winter,CF16.B/02,Rape Winter,2017,3.203
FH Rockcliffe FGrp,Variable Costs,Molluscicides,Completed,Carakol 3 (14309),17.616,kg,38.06,14/09/2016,5.5,2.161,Rape Winter,CF32,Rape Winter,2017,3.203
FH Rockcliffe FGrp,Variable Costs,Molluscicides,Completed,Carakol 3 (14309),9.288,kg,20.07,14/09/2016,2.9,2.161,Wheat Winter,CF24,KWS Lili,2017,3.203
FH Rockcliffe FGrp,Variable Costs,Molluscicides,Completed,Carakol 3 (14309),21.459,kg,46.37,14/09/2016,6.7,2.161,Wheat Winter,CF5,KWS Lili,2017,3.203
FH Rockcliffe FGrp,Variable Costs,Molluscicides,Completed,Carakol 3 (14309),19.217,kg,41.52,14/09/2016,6,2.161,Wheat Winter,CF9.B/02,KWS Lili,2017,3.203
FH Rockcliffe FGrp,Variable Costs,Molluscicides,Completed,Carakol 3 (14309),23.74,kg,51.3,04/10/2016,6.7,2.161,Wheat Winter,CF5,KWS Lili,2017,3.543
FH Rockcliffe FGrp,Variable Costs,Molluscicides,Completed,Carakol 3 (14309),21.26,kg,45.94,04/10/2016,6,2.161,Wheat Winter,CF9.B/02,KWS Lili,2017,3.543
FH Rockcliffe FGrp,Variable Costs,Molluscicides,Completed,Derrex (15351),21.573,kg,49.62,28/08/2016,12,2.3,Rape Winter,CF14,Rape Winter,2017,1.798
FH Rockcliffe FGrp,Variable Costs,Molluscicides,Completed,Derrex (15351),25.169,kg,57.89,28/08/2016,14,2.3,Rape Winter,CF16.B/02,Rape Winter,2017,1.798
FH Rockcliffe FGrp,Variable Costs,Molluscicides,Completed,Derrex (15351),6.292,kg,14.47,28/08/2016,3.5,2.3,Rape Winter,CF25,Rape Winter,2017,1.798
FH Rockcliffe FGrp,Variable Costs,Molluscicides,Completed,Derrex (15351),6.292,kg,14.47,28/08/2016,3.5,2.3,Rape Winter,CF27,Rape Winter,2017,1.798
FH Rockcliffe FGrp,Variable Costs,Molluscicides,Completed,Derrex (15351),9.888,kg,22.74,28/08/2016,5.5,2.3,Rape Winter,CF32,Rape Winter,2017,1.798
FH Rockcliffe FGrp,Variable Costs,Molluscicides,Completed,Derrex (15351),10.787,kg,24.81,28/08/2016,6,2.3,Rape Winter,CF50,Rape Winter,2017,1.798
,,SUB TOTALS FOR Molluscicides,,,,,605.34,,,,,,,,
FH Rockcliffe FGrp,Variable Costs,Organic Manure,Completed,FHR Turkey FYM 2016,179.143,t,0,24/10/2016,8.8,0,Sugar Beet,CF1,Sugar Beet,2017,20.357
FH Rockcliffe FGrp,Variable Costs,Organic Manure,Completed,FHR Turkey FYM 2016,105.857,t,0,24/10/2016,5.2,0,Sugar Beet,CF2,Sugar Beet,2017,20.357
FH Rockcliffe FGrp,Variable Costs,Organic Manure,Completed,Pig FYM,113.235,t,452.94,24/10/2016,3.5,4,Fodder Beet,CF29,Fodder Beet,2017,32.353
FH Rockcliffe FGrp,Variable Costs,Organic Manure,Completed,Pig FYM,161.765,t,647.06,24/10/2016,5,4,Sugar Beet,CF28,Sugar Beet,2017,32.353
FH Rockcliffe FGrp,Variable Costs,Organic Manure,Completed,Pig FYM,123.297,t,493.19,26/10/2016,4.5,4,Potatoes Maincrop,CF13,Potatoes,2017,27.399
FH Rockcliffe FGrp,Variable Costs,Organic Manure,Completed,Pig FYM,219.195,t,876.78,26/10/2016,8,4,Potatoes Maincrop,CF16.A,Potatoes,2017,27.399
FH Rockcliffe FGrp,Variable Costs,Organic Manure,Completed,Pig FYM,90.418,t,361.67,26/10/2016,3.3,4,Potatoes Maincrop,CF30,Potatoes,2017,27.399
FH Rockcliffe FGrp,Variable Costs,Organic Manure,Completed,Pig FYM,320.573,t,1282.29,26/10/2016,11.7,4,Potatoes Maincrop,CF31,Potatoes,2017,27.399
FH Rockcliffe FGrp,Variable Costs,Organic Manure,Completed,Pig FYM,131.517,t,526.07,26/10/2016,4.8,4,Potatoes Maincrop,CF33,Potatoes,2017,27.399
,,SUB TOTALS FOR Organic Manure,,,,,4640,,,,,,,,
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-47.036,GBP,-47.04,30/06/2017,8.2,1,Barley Spring,CF26,Concerto,2017,-5.736
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-34.685,GBP,-34.69,30/06/2017,7.5,1,Barley Spring,CF40,Concerto,2017,-4.625
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-9.441,GBP,-9.44,30/06/2017,2,1,Barley Spring,CF41,Concerto,2017,-4.72
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-38.385,GBP,-38.39,30/06/2017,8.3,1,Barley Spring,CF42,Concerto,2017,-4.625
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-39.772,GBP,-39.77,30/06/2017,8.6,1,Barley Spring,CF43,Concerto,2017,-4.625
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-39.31,GBP,-39.31,30/06/2017,8.5,1,Barley Spring,CF53,Concerto,2017,-4.625
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-54.903,GBP,-54.9,30/06/2017,8.3,1,Barley Spring,CF54,Concerto,2017,-6.615
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-81.118,GBP,-81.12,30/06/2017,16.7,1,Barley Winter,CF44,Flagon,2017,-4.857
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-89.861,GBP,-89.86,30/06/2017,18.5,1,Barley Winter,CF55,Flagon,2017,-4.857
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-25.573,GBP,-25.57,30/06/2017,3.5,1,Fodder Beet,CF29,Fodder Beet,2017,-7.306
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-33.233,GBP,-33.23,30/06/2017,12,1,Rape Winter,CF14,Rape Winter,2017,-2.769
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-38.772,GBP,-38.77,30/06/2017,14,1,Rape Winter,CF16.B/02,Rape Winter,2017,-2.769
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-8.281,GBP,-8.28,30/06/2017,3.5,1,Rape Winter,CF25,Rape Winter,2017,-2.366
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-8.281,GBP,-8.28,30/06/2017,3.5,1,Rape Winter,CF27,Rape Winter,2017,-2.366
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-15.232,GBP,-15.23,30/06/2017,5.5,1,Rape Winter,CF32,Rape Winter,2017,-2.769
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-16.617,GBP,-16.62,30/06/2017,6,1,Rape Winter,CF50,Rape Winter,2017,-2.769
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-75.012,GBP,-75.01,30/06/2017,8.8,1,Sugar Beet,CF1,Sugar Beet,2017,-8.524
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-87.137,GBP,-87.14,30/06/2017,16,1,Sugar Beet,CF18,Sugar Beet,2017,-5.446
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-75.273,GBP,-75.27,30/06/2017,9.2,1,Sugar Beet,CF2,Sugar Beet,2017,-8.182
